model,family,type,mount_style,load_min_kg,load_max_kg,natural_freq_hz,stiffness_n_mm,static_deflection_mm,height_mm,dia_mm,length_mm,width_mm,thread,material,hardness_shore,temp_min_c,temp_max_c,weight_kg,hsn,gst_rate,uom,price_inr,lead_time_days,status,image,ga_pdf,source,note
AT-RCM-FF-70x35-M10,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,91.7,458.7,6.0,643,7,35,70,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.34,40169990,18,NOS,850,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520530,"D70 x H35 mm, M10, tapped depth 9 mm; compression 450 daN at 7 mm; shear (radial) rating 35 daN at 6.5 mm, k_shear 54 N/mm. Imported or moulded locally in India."
AT-RCM-FF-70x50-M10,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,71.4,356.8,5.3,389,9,50,70,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.41,40169990,18,NOS,950,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520531,"D70 x H50 mm, M10, tapped depth 9 mm; compression 350 daN at 9 mm; shear (radial) rating 35 daN at 11 mm, k_shear 32 N/mm. Imported or moulded locally in India."
AT-RCM-FF-70x70-M10,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,61.2,305.8,4.2,214,14,70,70,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.51,40169990,18,NOS,1050,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520532,"D70 x H70 mm, M10, tapped depth 9 mm; compression 300 daN at 14 mm; shear (radial) rating 35 daN at 15 mm, k_shear 23 N/mm. Imported or moulded locally in India."
AT-RCM-FF-80x40-M12,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,122.3,611.6,6.0,857,7,40,80,,,M12,"Natural rubber, galvanised steel plates",,-30,70,0.48,40169990,18,NOS,950,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520556,"D80 x H40 mm, M12, tapped depth 10 mm; compression 600 daN at 7 mm; shear (radial) rating 40 daN at 7.5 mm, k_shear 53 N/mm. Imported or moulded locally in India."
AT-RCM-FF-80x40-M14,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,122.3,611.6,6.0,857,7,40,80,,,M14,"Natural rubber, galvanised steel plates",,-30,70,0.50,40169990,18,NOS,1000,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520534,"D80 x H40 mm, M14, tapped depth 12 mm; compression 600 daN at 7 mm; shear (radial) rating 40 daN at 7 mm, k_shear 57 N/mm. Imported or moulded locally in India."
AT-RCM-FF-80x70-M14,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,101.9,509.7,3.8,294,17,70,80,,,M14,"Natural rubber, galvanised steel plates",,-30,70,0.69,40169990,18,NOS,1150,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520535,"D80 x H70 mm, M14, tapped depth 12 mm; compression 500 daN at 17 mm; shear (radial) rating 40 daN at 15 mm, k_shear 27 N/mm. Imported or moulded locally in India."
AT-RCM-FF-80x80-M14,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,91.7,458.7,3.6,237,19,80,80,,,M14,"Natural rubber, galvanised steel plates",,-30,70,0.76,40169990,18,NOS,1250,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520536,"D80 x H80 mm, M14, tapped depth 12 mm; compression 450 daN at 19 mm; shear (radial) rating 40 daN at 17 mm, k_shear 24 N/mm. Imported or moulded locally in India."
AT-RCM-FF-100x40-M16,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,226.3,1131.5,5.6,1388,8,40,100,,,M16,"Natural rubber, galvanised steel plates",,-30,70,0.79,40169990,18,NOS,1150,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520541,"D100 x H40 mm, M16, tapped depth 14 mm; compression 1110 daN at 8 mm; shear (radial) rating 60 daN at 7 mm, k_shear 86 N/mm. Imported or moulded locally in India."
AT-RCM-FF-100x55-M16,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,183.5,917.4,4.6,750,12,55,100,,,M16,"Natural rubber, galvanised steel plates",,-30,70,0.93,40169990,18,NOS,1350,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520542,"D100 x H55 mm, M16, tapped depth 14 mm; compression 900 daN at 12 mm; shear (radial) rating 60 daN at 10 mm, k_shear 60 N/mm. Imported or moulded locally in India."
AT-RCM-FF-100x60-M16,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,224.3,1121.3,5.6,1375,8,60,100,,,M16,"Natural rubber, galvanised steel plates",,-30,70,0.98,40169990,18,NOS,1400,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520545,"D100 x H60 mm, M16, tapped depth 14 mm; compression 1100 daN at 8 mm; shear (radial) rating 180 daN at 10 mm, k_shear 180 N/mm. Imported or moulded locally in India."
AT-RCM-FF-100x75-M16,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,122.3,611.6,5.0,600,10,75,100,,,M16,"Natural rubber, galvanised steel plates",,-30,70,1.13,40169990,18,NOS,1550,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520546,"D100 x H75 mm, M16, tapped depth 14 mm; compression 600 daN at 10 mm; shear (radial) rating 140 daN at 12 mm, k_shear 117 N/mm. Imported or moulded locally in India."
AT-RCM-FF-100x80-M16,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,152.9,764.5,3.6,395,19,80,100,,,M16,"Natural rubber, galvanised steel plates",,-30,70,1.18,40169990,18,NOS,1600,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520543,"D100 x H80 mm, M16, tapped depth 14 mm; compression 750 daN at 19 mm; shear (radial) rating 60 daN at 17 mm, k_shear 35 N/mm. Imported or moulded locally in India."
AT-RCM-FF-100x100-M16,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,122.3,611.6,3.3,261,23,100,100,,,M16,"Natural rubber, galvanised steel plates",,-30,70,1.38,40169990,18,NOS,1800,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520547,"D100 x H100 mm, M16, tapped depth 14 mm; compression 600 daN at 23 mm; shear (radial) rating 60 daN at 20 mm, k_shear 30 N/mm. Imported or moulded locally in India."
AT-RCM-F0-16x10-M4,"AT-RCM-F0 cylindrical buffer, tapped hole one end",cylindrical rubber buffer - female / plain face,F0,4.1,20.4,11.1,100,2,10,16,,,M4,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-F0.svg,,AT-RCM range (import / local moulding). Supplier ref 511152,"D16 x H10 mm, M4, tapped depth 2.5 mm; compression 20 daN at 2 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-F0-16x15-M4,"AT-RCM-F0 cylindrical buffer, tapped hole one end",cylindrical rubber buffer - female / plain face,F0,4.1,20.4,9.1,67,3,15,16,,,M4,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-F0.svg,,AT-RCM range (import / local moulding). Supplier ref 511153,"D16 x H15 mm, M4, tapped depth 2.5 mm; compression 20 daN at 3 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-F0-20x15-M6,"AT-RCM-F0 cylindrical buffer, tapped hole one end",cylindrical rubber buffer - female / plain face,F0,7.1,35.7,7.9,88,4,15,20,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-F0.svg,,AT-RCM range (import / local moulding). Supplier ref 511154,"D20 x H15 mm, M6, tapped depth 4 mm; compression 35 daN at 4 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-F0-25.5x15-M6,"AT-RCM-F0 cylindrical buffer, tapped hole one end",cylindrical rubber buffer - female / plain face,F0,12.2,61.2,8.4,171,3.5,15,25.5,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.02,40169990,18,NOS,450,21,active,img/mounts/RCM-F0.svg,,AT-RCM range (import / local moulding). Supplier ref 511164,"D25.5 x H15 mm, M6, tapped depth 4 mm; compression 60 daN at 3.5 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-F0-25.5x20-M6,"AT-RCM-F0 cylindrical buffer, tapped hole one end",cylindrical rubber buffer - female / plain face,F0,11.2,56.1,6.7,100,5.5,20,25.5,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.02,40169990,18,NOS,450,21,active,img/mounts/RCM-F0.svg,,AT-RCM range (import / local moulding). Supplier ref 511162,"D25.5 x H20 mm, M6, tapped depth 4 mm; compression 55 daN at 5.5 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-F0-25.5x30-M6,"AT-RCM-F0 cylindrical buffer, tapped hole one end",cylindrical rubber buffer - female / plain face,F0,10.2,51,5.6,62,8,30,25.5,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.03,40169990,18,NOS,450,21,active,img/mounts/RCM-F0.svg,,AT-RCM range (import / local moulding). Supplier ref 511163,"D25.5 x H30 mm, M6, tapped depth 4 mm; compression 50 daN at 8 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-F0-30x22-M8,"AT-RCM-F0 cylindrical buffer, tapped hole one end",cylindrical rubber buffer - female / plain face,F0,16.3,81.5,6.4,133,6,22,30,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.03,40169990,18,NOS,450,21,active,img/mounts/RCM-F0.svg,,AT-RCM range (import / local moulding). Supplier ref 511156,"D30 x H22 mm, M8, tapped depth 6 mm; compression 80 daN at 6 mm; shear rating not published - compression use. Imported or moulded locally in India."
AT-RCM-F0-50x20-M10,"AT-RCM-F0 cylindrical buffer, tapped hole one end",cylindrical rubber buffer - female / plain face,F0,69.9,349.6,8.5,1009,3.4,20,50,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.10,40169990,18,NOS,750,21,active,img/mounts/RCM-F0.svg,,AT-RCM range (import / local moulding). Supplier ref 511168,"D50 x H20 mm, M10, tapped depth 10 mm; compression 343 daN at 3.4 mm; shear rating not published - compression use. Imported or moulded locally in India."
